AREA TERRITORIAL;Centro;TIPO DE CENTRO;Nombre CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Capital;28019270;CPR INF-PRI-SEC;LA INMACULADA;Avenida De La Virgen Del Carmen, 13 ;Madrid;Hortaleza;28033;917634509;917644191;Privado Concertado
Madrid-Capital;28021902;CPR INF-PRI-SEC;LA INMACULADA;Calle De Navalperal, 9 ;Madrid;Moncloa-Aravaca;28035;914500608;914597867;Privado Concertado
Madrid-Capital;28012196;CPR INF-PRI-SEC;LA INMACULADA-MARILLAC;Calle De García De Paredes, 37 ;Madrid;Chamberí;28010;914453534;915912834;Privado Concertado
Madrid-Capital;28042498;CPR INF-PRI-SEC;LA PRESENTACION DE NTRA.SRA.;Plaza De La Vicalvarada, 1 ;Madrid;Vicálvaro;28032;917764323;917764672;Privado Concertado
Madrid-Capital;28013863;CPR INF-PRI-SEC;LA SALLE;Calle Del General Romero Basart, 50 ;Madrid;Latina;28044;917050011;917058368;Privado Concertado
Madrid-Capital;28008934;CPR INF-PRI-SEC;LA SALLE-SAGRADO CORAZON;Avenida Del Cardenal Herrera Oria, 242 ;Madrid;Fuencarral-El Pardo;28035;917385300;917307493;Privado Concertado
Madrid-Capital;28046901;CPR INF-PRI-SEC;LAS ROSAS;Calle De Calabria C/v A Avda. De Niza, 24, 1 ;Madrid;San Blas-Canillejas;28022;913132334;917754987;Privado Concertado
Madrid-Capital;28067409;CPR INF-PRI-SEC;LAS TABLAS VALVERDE;Paseo De La Tierra De Melide, S/n ;Madrid;Fuencarral-El Pardo;28050;914273506;914273061;Privado Concertado
Madrid-Capital;28011544;CPR INF-PRI-SEC;LICEO SOROLLA B;Calle De Nueva Zelanda, 21 ;Madrid;Moncloa-Aravaca;28035;913164327;913736434;Privado Concertado
Madrid-Capital;28022104;CPR INF-PRI-SEC;LOS OLMOS;Calle De Los Astros, 13 ;Madrid;Retiro;28007;914009866;914009867;Privado Concertado
Madrid-Capital;28012032;CPR INF-PRI-SEC;LOS ROBLES;Avenida De La Osa Mayor, 239 ;Madrid;Moncloa-Aravaca;28023;913070330;913572819;Privado Concertado
Madrid-Capital;28067392;CPR INF-PRI-SEC;LOS TILOS;Calle De El Bosco, S/n ;Madrid;Puente de Vallecas;28038;913451116;913598243;Privado Concertado
Madrid-Capital;28020235;CPR INF-PRI-SEC;LOURDES;Calle De San Roberto, 8 ;Madrid;Latina;28011;915180358;915184820;Privado Concertado
Madrid-Capital;28007826;CPR INF-PRI-SEC;MADRE DE DIOS;Calle De Ángel Muñoz, 5 ;Madrid;Ciudad Lineal;28043;914158169;914139247;Privado Concertado
Madrid-Capital;28007103;CPR INF-PRI-SEC;MADRES CONCEPCIONISTAS;Calle De La Princesa, 19 ;Madrid;Moncloa-Aravaca;28008;915424901;915598313;Privado Concertado
Madrid-Capital;28012779;CPR INF-PRI-SEC;MADRES MERCEDARIAS DE D. JUAN DE ALARCON;Calle De Valverde, 15 ;Madrid;Centro;28004;915224615;915327756;Privado Concertado
Madrid-Capital;28020429;CPR INF-PRI-SEC;MARIA AUXILIADORA;Calle De Villaamil, 18 ;Madrid;Tetuán;28039;913110750;913110462;Privado Concertado
Madrid-Capital;28007917;CPR INF-PRI-SEC;MARIA INMACULADA;Paseo Del General Martínez Campos, 18 ;Madrid;Chamberí;28010;914466119;914466870;Privado Concertado
Madrid-Capital;28019762;CPR INF-PRI-SEC;MARIA VIRGEN;Calle Del Padre Damián, 20 ;Madrid;Chamartín;28036;913440163;913440907;Privado Concertado
Madrid-Capital;28005842;CPR INF-PRI-SEC;MATER AMABILIS;Calle De La Gavia Seca, 15 ;Madrid;Villa de Vallecas;28031;913324935;913323434;Privado Concertado
Madrid-Capital;28007991;CPR INF-PRI-SEC;MATER INMACULATA;Calle De La Madre Antonia París, 1 ;Madrid;Ciudad Lineal;28027;914036200;914036208;Privado Concertado
Madrid-Capital;28016712;CPR INF-PRI-SEC;MATER PURISSIMA;Calle De La Madre Cándida María De Jesús, 4 ;Madrid;Usera;28026;914758054;915001210;Privado Concertado
Madrid-Capital;28012767;CPR INF-PRI-SEC;MENESIANO;Avenida De Brasilia, 11 ;Madrid;Salamanca;28028;917269804;910020597;Privado Concertado
Madrid-Capital;28011911;CPR INF-PRI-SEC;MONTPELLIER;Calle De La Virgen Del Val, 7 ;Madrid;Ciudad Lineal;28027;914041100;91 4053511;Privado Concertado
Madrid-Capital;28013292;CPR INF-PRI-SEC;MONTSERRAT;Calle De Juan Esplandiu, 2 Bis ;Madrid;Retiro;28007;914008560;915740486;Privado Concertado
Madrid-Capital;28012901;CPR INF-PRI-SEC;NATIVIDAD DE NUESTRA SEÑORA;Calle De Martínez Izquierdo, 8 ;Madrid;Salamanca;28028;913555686;917130855;Privado Concertado
Madrid-Capital;28007191;CPR INF-PRI-SEC;NAZARET-OPORTO;Calle De Las Clarisas, 4 ;Madrid;Carabanchel;28019;914714902;914722219;Privado Concertado
Madrid-Capital;28013051;CPR INF-PRI-SEC;NTRA. SRA. DE LA CONSOLACION;Plaza De La Madre Molas, 2 ;Madrid;Chamartín;28036;913592905;913455059;Privado Concertado
Madrid-Capital;28013255;CPR INF-PRI-SEC;NTRA. SRA. DE LA MERCED;Avenida De Alfonso Xiii, 165 ;Madrid;Chamartín;28016;913508706;913502909;Privado Concertado
Madrid-Capital;28013280;CPR INF-PRI-SEC;NTRA. SRA. DE LA MERCED;Calle De José Luis De Arrese, 5 ;Madrid;Ciudad Lineal;28017;913556394;913611306;Privado Concertado
Madrid-Capital;28015562;CPR INF-PRI-SEC;NTRA. SRA. DE LA PROVIDENCIA;Calle De Monederos, 2 ;Madrid;Usera;28026;914753009;915002239;Privado Concertado
Madrid-Capital;28031993;CPR INF-PRI-SEC;NTRA. SRA. DE LA VEGA;Calle De Chantada, 28 ;Madrid;Fuencarral-El Pardo;28029;917386700;917386060;Privado Concertado
Madrid-Capital;28013115;CPR INF-PRI-SEC;NTRA. SRA. DE LAS ESCUELAS PIAS;Calle De Eugenia De Montijo, 83 ;Madrid;Carabanchel;28044;914654400;914654511;Privado Concertado
Madrid-Capital;28008405;CPR INF-PRI-SEC;NTRA. SRA. DE LAS NIEVES;Calle De Alcalá, 589 ;Madrid;San Blas-Canillejas;28022;917410009;917410009;Privado Concertado
Madrid-Capital;28016694;CPR INF-PRI-SEC;NTRA. SRA. DE LORETO;Calle Del Príncipe De Vergara, 42 ;Madrid;Salamanca;28001;915765008;915772838;Privado Concertado
Madrid-Capital;28012949;CPR INF-PRI-SEC;NTRA. SRA. DE LOS ANGELES;Calle De La Canción Del Olvido, 55 ;Madrid;Villaverde;28041;913176203;913699397;Privado Concertado
Madrid-Capital;28013036;CPR INF-PRI-SEC;NTRA. SRA. DEL CARMEN;Avenida Real De Pinto, 41 ;Madrid;Villaverde;28021;917970146;917960848;Privado Concertado
Madrid-Capital;28008508;CPR INF-PRI-SEC;NTRA. SRA. DEL PILAR;Calle De San Benito, 6 ;Madrid;Tetuán;28029;913151215;913154061;Privado Concertado
Madrid-Capital;28008511;CPR INF-PRI-SEC;NTRA. SRA. DEL PILAR;Calle De Castelló, 56 ;Madrid;Salamanca;28001;915750404;915763890;Privado Concertado
Madrid-Capital;28013371;CPR INF-PRI-SEC;NTRA. SRA. DEL RECUERDO;Plaza Del Duque De Pastrana, 5 ;Madrid;Chamartín;28036;913022640;913839668;Privado Concertado
Madrid-Capital;28008211;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL BUEN CONSEJO;Calle De Juan Montalvo, 30 ;Madrid;Moncloa-Aravaca;28040;914561870;915358498;Privado Concertado
Madrid-Capital;28008223;CPR INF-PRI-SEC;NUESTRA SEÑORA DEL BUEN CONSEJO;Calle De Ábalos, 5 ;Madrid;Ciudad Lineal;28043;914132551;917440017;Privado Concertado
Madrid-Capital;28015653;CPR INF-PRI-SEC;OBISPO PERELLO;Calle De La Virgen Del Sagrario, 22 ;Madrid;Ciudad Lineal;28027;914060000;914073547;Privado Concertado
Madrid-Capital;28013838;CPR INF-PRI-SEC;PARAISO SAGRADOS CORAZONES;Calle Del Padre Damián, 34 ;Madrid;Chamartín;28036;913441693;913440892;Privado Concertado
Madrid-Capital;28013504;CPR INF-PRI-SEC;PATROCINIO DE SAN JOSE;Calle Del General Moscardó, 24 ;Madrid;Tetuán;28020;915359840;915359841;Privado Concertado
Madrid-Capital;28013565;CPR INF-PRI-SEC;PUREZA DE MARIA;Calle De Lira, 10 ;Madrid;Retiro;28007;915736001;914091150;Privado Concertado
Madrid-Capital;28013590;CPR INF-PRI-SEC;RAFAELA YBARRA;Avenida De Rafaela Ybarra, 73 ;Madrid;Usera;28026;915691205;915608041;Privado Concertado
Madrid-Capital;28013607;CPR INF-PRI-SEC;RAIMUNDO LULIO;Avenida De San Diego, 63 ;Madrid;Puente de Vallecas;28018;914781997;914789043;Privado Concertado
Madrid-Capital;28013191;CPR INF-PRI-SEC;REAL COLEGIO NTRA. SRA. DE LORETO;Calle De O'donnell, 61 ;Madrid;Salamanca;28009;915733210;915737624;Privado Concertado
Madrid-Capital;28009549;CPR INF-PRI-SEC;REAL COLEGIO SANTA ISABEL-LA ASUNCION;Calle De Santa Isabel, 46 ;Madrid;Centro;28012;915273183;915289845;Privado Concertado
Madrid-Capital;28016256;CPR INF-PRI-SEC;REINADO DEL CORAZON DE JESUS;Calle De Walía, 19 ;Madrid;Retiro;28007;915517462;915517939;Privado Concertado
Madrid-Capital;28013723;CPR INF-PRI-SEC;SAGRADA FAMILIA;Calle De Jorge Juan, 165 ;Madrid;Salamanca;28028;913559055;913564995;Privado Concertado
Madrid-Capital;28046509;CPR INF-PRI-SEC;SAGRADA FAMILIA;Calle De Oberón, 6 ;Madrid;Moratalaz;28030;913015281;913015287;Privado Concertado
Madrid-Capital;28013759;CPR INF-PRI-SEC;SAGRADA FAMILIA DE URGEL;Avenida De Palomeras, 88 ;Madrid;Puente de Vallecas;28018;913031032;913031029;Privado Concertado
Madrid-Capital;28008892;CPR INF-PRI-SEC;SAGRADO CORAZON;Calle De Santa Magdalena Sofía, 12 ;Madrid;Chamartín;28036;913023540;913839329;Privado Concertado
Madrid-Capital;28013772;CPR INF-PRI-SEC;SAGRADO CORAZON;Paseo De Santa María De La Cabeza, 115 ;Madrid;Usera;28026;914765112;914755196;Privado Concertado
Madrid-Capital;28008909;CPR INF-PRI-SEC;SAGRADO CORAZON;Avenida De Alfonso Xiii, 127 ;Madrid;Chamartín;28016;913531380;913592142;Privado Concertado
Madrid-Capital;28020107;CPR INF-PRI-SEC;SAGRADO CORAZON;Plaza De La Madre María Ana Mogas, 12 ;Madrid;Fuencarral-El Pardo;28034;917340218;913720028;Privado Concertado
Madrid-Capital;28007292;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Paseo Del General Martínez Campos, 6 ;Madrid;Chamberí;28010;914454512;914469501;Privado Concertado
Madrid-Capital;28013784;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Calle De Ferraz, 63 ;Madrid;Moncloa-Aravaca;28008;915490358;915499177;Privado Concertado
Madrid-Capital;28013802;CPR INF-PRI-SEC;SAGRADO CORAZON DE JESUS;Calle De Valderribas, 2 ;Madrid;Retiro;28007;915511655;915515018;Privado Concertado
Madrid-Capital;28008946;CPR INF-PRI-SEC;SAGRADOS CORAZONES;Calle De Martín De Los Heros, 91 ;Madrid;Moncloa-Aravaca;28008;915496750;915499764;Privado Concertado
Madrid-Capital;28012640;CPR INF-PRI-SEC;SALESIANOS ATOCHA;Ronda De Atocha, 27 ;Madrid;Arganzuela;28012;915062100;915062110;Privado Concertado
Madrid-Capital;28015471;CPR INF-PRI-SEC;SAN AGUSTIN;Calle Del Padre Damián, 18 ;Madrid;Chamartín;28036;914589620;913441271;Privado Concertado
Madrid-Capital;28016645;CPR INF-PRI-SEC;SAN ALBERTO MAGNO;Travesia De Iván De Vargas, 1 ;Madrid;Carabanchel;28019;915693684;915651281;Privado Concertado
Madrid-Capital;28018711;CPR INF-PRI-SEC;SAN BERNARDO;Avenida Del Manzanares, 20-22 ;Madrid;Latina;28011;913666413;913642084;Privado Concertado
Madrid-Capital;28009033;CPR INF-PRI-SEC;SAN BUENAVENTURA;Calle De El Greco, 16 ;Madrid;Latina;28011;915267161;914641687;Privado Concertado
Madrid-Capital;28013991;CPR INF-PRI-SEC;SAN FRANCISCO DE ASIS;Calle De La Madre Carmen Del Niño Jesús, 7 ;Madrid;Chamartín;28002;915634404;915611239;Privado Concertado
Madrid-Capital;28014570;CPR INF-PRI-SEC;SAN GABRIEL;Calle De Eugenia De Montijo, 92 ;Madrid;Carabanchel;28025;914665121;914617026;Privado Concertado
Madrid-Capital;28009291;CPR INF-PRI-SEC;SAN JUAN BAUTISTA;Calle De Francos Rodríguez, 5 ;Madrid;Tetuán;28039;914500000;914501951;Privado Concertado
Madrid-Capital;28014193;CPR INF-PRI-SEC;SAN MIGUEL ARCANGEL;Calle De Repullés Y Vargas, 11 ;Madrid;Latina;28011;914640050;911109965;Privado Concertado
Madrid-Capital;28019725;CPR INF-PRI-SEC;SAN RAMON Y SAN ANTONIO;Calle De Rodríguez Marín, 57 ;Madrid;Chamartín;28002;915637151;915637219;Privado Concertado
Madrid-Capital;28046881;CPR INF-PRI-SEC;SAN SATURIO;Calle De Sebastián Herrera, 21-23 ;Madrid;Arganzuela;28012;915394175;915397747;Privado Concertado
Madrid-Capital;28009446;CPR INF-PRI-SEC;SAN VIATOR;Plaza De Fernández Ladreda, 2 ;Madrid;Usera;28026;915697003;915651608;Privado Concertado
Madrid-Capital;28006378;CPR INF-PRI-SEC;SANTA ANA Y SAN RAFAEL;Calle Del Doctor Esquerdo, 53 ;Madrid;Salamanca;28028;915738015;915044589;Privado Concertado
Madrid-Capital;28014363;CPR INF-PRI-SEC;SANTA CATALINA DE SENA;Avenida De Alfonso Xiii, 160 ;Madrid;Chamartín;28016;913595605;913452335;Privado Concertado
Madrid-Capital;28014417;CPR INF-PRI-SEC;SANTA FRANCISCA JAVIER CABRINI;Calle De Santa Francisca Javier Cabrini, 2 ;Madrid;Hortaleza;28043;913002513;913889463;Privado Concertado
Madrid-Capital;28009525;CPR INF-PRI-SEC;SANTA GEMA GALGANI;Calle De Escalona, 59 ;Madrid;Latina;28024;917115093;917117216;Privado Concertado
Madrid-Capital;28019348;CPR INF-PRI-SEC;SANTA JOAQUINA DE VEDRUNA;Travesia De Costa Brava, 3 ;Madrid;Fuencarral-El Pardo;28034;917340690;917344007;Privado Concertado
Madrid-Capital;28011921;CPR INF-PRI-SEC;SANTA MARIA DE LA HISPANIDAD;Calle Del Vizconde De Uzqueta, 23 ;Madrid;Hortaleza;28042;917412584;917410115;Privado Concertado
Madrid-Capital;28014491;CPR INF-PRI-SEC;SANTA MARIA DEL BOSQUE;Calle De La Gaviota, 14 ;Madrid;Carabanchel;28025;915250000;915250899;Privado Concertado
Madrid-Capital;28014508;CPR INF-PRI-SEC;SANTA MARIA DEL CARMEN;Calle De Los Misterios, 38 ;Madrid;Ciudad Lineal;28027;913774569;913671792;Privado Concertado
Madrid-Capital;28009641;CPR INF-PRI-SEC;SANTA MARIA DEL PILAR;Calle De Los Reyes Magos, 3 ;Madrid;Retiro;28009;915738007;915040724;Privado Concertado
Madrid-Capital;28020417;CPR INF-PRI-SEC;SANTA MARIA DEL YERMO;Calle De Gaztambide, 91 ;Madrid;Chamberí;28003;915492917;915499326;Privado Concertado
Madrid-Capital;28069297;CPR INF-PRI-SEC;SANTA MARIA LA BLANCA;Calle De Monasterio De Oseira, S/n ;Madrid;Fuencarral-El Pardo;28049;917508692;917508636;Privado Concertado
Madrid-Capital;28009793;CPR INF-PRI-SEC;SANTISIMO SACRAMENTO;Calle De Arturo Soria, 208 ;Madrid;Ciudad Lineal;28043;914135938;915100216;Privado Concertado
Madrid-Capital;28011908;CPR INF-PRI-SEC;TAJAMAR;Calle De Pío Felipe, 12 ;Madrid;Puente de Vallecas;28038;914772500;914782036;Privado Concertado
Madrid-Capital;28058135;CPR INF-PRI-SEC;TRES OLIVOS;Calle De Casildea De Vandalia, 3 ;Madrid;Fuencarral-El Pardo;28034;917355160;917352333;Privado Concertado
Madrid-Capital;28015495;CPR INF-PRI-SEC;VALDELUZ;Calle De Fermín Caballero, 53 ;Madrid;Fuencarral-El Pardo;28034;913780099;917387975;Privado Concertado
Madrid-Capital;28014867;CPR INF-PRI-SEC;VEDRUNA;Calle Del Espinar, 41 ;Madrid;Carabanchel;28025;914650109;915257505;Privado Concertado
Madrid-Capital;28014910;CPR INF-PRI-SEC;VIRGEN DE ATOCHA;Avenida De La Ciudad De Barcelona, 1 ;Madrid;Retiro;28007;915524804;915529643;Privado Concertado
Madrid-Capital;28014958;CPR INF-PRI-SEC;VIRGEN DE MIRASIERRA;Calle De La Maso, 103 ;Madrid;Fuencarral-El Pardo;28034;917387300;917399195;Privado Concertado
Madrid-Capital;28013395;CPR INF-PRI-SEC;WISDOM SCHOOL MADRID;Calle De José Rodríguez Pinilla, 12 ;Madrid;Chamartín;28016;913595027;913508186;Privado Concertado
Madrid-Capital;28040520;CPR INF-PRI-SEC;ZAZUAR;Calle De Zazuar, 17 ;Madrid;Villa de Vallecas;28031;913314845;913314902;Privado Concertado
Madrid-Capital;28073276;CPR PRI-SEC;BROTMADRID;Calle Del General Romero Basart, 88 ;Madrid;Latina;28044;917107865;917057394;Privado Concertado
Madrid-Capital;28012111;CPR PRI-SEC;HISPANO ALEMAN;Calle De Serrano, 186 ;Madrid;Chamartín;28002;915635563;915627768;Privado Concertado
Madrid-Capital;28014107;CPR PRI-SEC;SAN JOSE DE BEGOÑA;Calle De Marcos De Orueta, 15 ;Madrid;Fuencarral-El Pardo;28034;913584136;913340065;Privado Concertado
Madrid-Capital;28009604;CPR PRI-SEC;SANTA MARIA DE LOS APOSTOLES;Plaza De La Grosella, 4 ;Madrid;Carabanchel;28044;914627411;915251551;Privado Concertado
Madrid-Capital;28014651;CPR PRI-SEC;SANTO DOMINGO SAVIO;Calle De Santo Domingo Savio, 2 ;Madrid;Ciudad Lineal;28017;913683100;913689067;Privado Concertado
Madrid-Capital;28018769;CPR ES;ARIES;Calle De Núñez De Balboa, 10 ;Madrid;Salamanca;28001;914317414;914316088;Privado
Madrid-Capital;28020491;CPR ES;COLEGIO CEU SAN PABLO DE CLAUDIO COELLO;Calle De Martín De Los Heros, 60 ;Madrid;Salamanca;28008;915615240;915614809;Privado
Madrid-Capital;28021781;CPR ES;CUMBRE;Calle De Costa Rica, 25 ;Madrid;Chamartín;28016;913592584;913504207;Privado
Madrid-Capital;28019907;CPR ES;DARIO ESTUDIO;Calle Gran Vía, 63 ;Madrid;Centro;28013;915411515;-;Privado
Madrid-Capital;28018897;CPR ES;DIAZ BALAGUER;Calle De Fernando El Católico, 77 ;Madrid;Chamberí;28015;915443520;915498168;Privado
Madrid-Capital;28036103;CPR ES;EFESO;Calle Del Turia, 7 ;Madrid;Chamartín;28002;915646444;914111663;Privado
Madrid-Capital;28030745;CPR ES;FOMENTO-FUNDACION;Calle Del Padre Claret, 23 ;Madrid;Chamartín;28002;914134125;-;Privado
Madrid-Capital;28021719;CPR ES;GUZMAN EL BUENO;Calle De Eugenio Salazar, 15 ;Madrid;Chamartín;28002;914150495;914167641;Privado
Madrid-Capital;28018587;CPR ES;J.E.A.;Calle De Génova, 14 ;Madrid;Centro;28004;913080384;913910448;Privado
Madrid-Capital;28012706;CPR ES;MARIN AMAT;Calle De Fuencarral, 95 ;Madrid;Centro;28004;914488971;914488971;Privado
Madrid-Capital;28074785;CPR ES;NUEVO VELAZQUEZ;Calle De Rosa Jardón, 9 ;Madrid;Chamartín;28016;915616255;915616255;Privado
Madrid-Capital;28008612;CPR ES;PABLO VI;Calle De Bravo Murillo, 297 ;Madrid;Tetuán;28020;915702601;915702612;Privado
Madrid-Capital;28062394;CPR ES;SANTA ANA;Avenida De Alfonso Xiii, 162 ;Madrid;Chamartín;28016;-;-;Privado
Madrid-Capital;28063738;CPR ES;SEMIN.MENOR ARZ.LA INMACULADA Y S.DAMASO;Plaza De San Francisco, 5 ;Madrid;Centro;28005;913641734;913540311;Privado
Madrid-Capital;28041913;CPR ES;T.E.M.S.;Calle De La Salle, 23 ;Madrid;Moncloa-Aravaca;28023;913572667;-;Privado
Madrid-Capital;28018678;CPR ES;TORVAL'L;Calle De San Mateo, 15 ;Madrid;Centro;28004;914453510; ;Privado
Madrid-Capital;28018988;CPR ES;VOX;Calle Gran Vía, 59 ;Madrid;Centro;28013;915471763;915472753;Privado
Madrid-Capital;28006561;CPR INF-PRI-SEC;ALAMEDA DE OSUNA;Paseo De La Alameda De Osuna, 17 ;Madrid;Barajas;28042;917427011;917427196;Privado
Madrid-Capital;28019737;CPR INF-PRI-SEC;ALTAIR, COLEGIO INTERNACIONAL;Calle De Joaquín Bau, 4 ;Madrid;Chamartín;28036;913596368;913507016;Privado
Madrid-Capital;28029494;CPR INF-PRI-SEC;ARCANGEL RAFAEL;Calle De Maqueda, 4 ;Madrid;Latina;28024;917119300;915186838;Privado
Madrid-Capital;28009069;CPR INF-PRI-SEC;ARTURO SORIA;Calle Del Duque De Tamámes, 9 ;Madrid;Ciudad Lineal;28043;914157295;915192532;Privado
Madrid-Capital;28020077;CPR INF-PRI-SEC;BRISTOL;Calle De Enrique De Prada, 1 ;Madrid;Hortaleza;28042;917428687;917418207;Privado
Madrid-Capital;28021100;CPR INF-PRI-SEC;COLEGIO EUROPEO ALMAZAN;Calle De Mesena, 101 ;Madrid;Ciudad Lineal;28033;913020706;913020706;Privado
Madrid-Capital;28068128;CPR INF-PRI-SEC;COLEGIO HIGHLANDS EL ENCINAR;Calle De San Enrique De Osso, 46 ;Madrid;Hortaleza;28050;916585497;916585241;Privado
Madrid-Capital;28019038;CPR INF-PRI-SEC;ESTUDIO;Calle De Jimena Menendez Pidal, 11 ;Madrid;Moncloa-Aravaca;28023;913079432;913071429;Privado
Madrid-Capital;28013383;CPR INF-PRI-SEC;HUERFANOS DE LA ARMADA;Calle De Arturo Soria, 285 ;Madrid;Ciudad Lineal;28033;913124929;913795592;Privado
Madrid-Capital;28071656;CPR INF-PRI-SEC;INTERNACIONAL ARAVACA;Calle De Santa Bernardita, 3 ;Madrid;Moncloa-Aravaca;28023;913571256;911212651;Privado
Madrid-Capital;28041196;CPR INF-PRI-SEC;INTERNACIONAL NUEVO CENTRO;Carretera Toledo A Villaverde, K0.5 ;Madrid;Villaverde;28041;917950161;917950247;Privado
Madrid-Capital;28026183;CPR INF-PRI-SEC;JOYFE;Calle De Vital Aza, 65 ;Madrid;Ciudad Lineal;28017;914082263;913772259;Privado
Madrid-Capital;28020272;CPR INF-PRI-SEC;MATER SALVATORIS;Calle De Valdesquí, 4 ;Madrid;Moncloa-Aravaca;28023;913071243;913571595;Privado
Madrid-Capital;28012871;CPR INF-PRI-SEC;MONTEALTO;Calle De La Maso, 76 ;Madrid;Fuencarral-El Pardo;28034;917388100;917386067;Privado
Madrid-Capital;28008351;CPR INF-PRI-SEC;NTRA. SRA. DE LAS MARAVILLAS;Calle Del Guadalquivir, 9 ;Madrid;Chamartín;28002;917823500;915617261;Privado
Madrid-Capital;28028659;CPR INF-PRI-SEC;NTRA. SRA. DE LORETO;Calle Del General Aranaz, 66 ;Madrid;San Blas-Canillejas;28027;917430100;917430101;Privado
Madrid-Capital;28013413;CPR INF-PRI-SEC;NTRA. SRA. SANTA MARIA;Ronda De Sobradiel, 80 ;Madrid;Hortaleza;28043;913883202;913883240;Privado
Madrid-Capital;28017996;CPR INF-PRI-SEC;PARQUE CONDE DE ORGAZ;Calle De Gregorio Benítez, 25 ;Madrid;Hortaleza;28043;913001344;913884066;Privado
Madrid-Capital;28014119;CPR INF-PRI-SEC;SAN JOSE DEL PARQUE;Avenida De Champagnat, 2 ;Madrid;Hortaleza;28043;913000058;913005918;Privado
Madrid-Capital;28014511;CPR INF-PRI-SEC;SANTA MARIA DE LOS ROSALES;Calle De La Virgen De Los Rosales, 1 ;Madrid;Moncloa-Aravaca;28023;913070440;-;Privado
Madrid-Capital;28014612;CPR INF-PRI-SEC;SANTO ANGEL;Calle Del Arroyo Fontarrón, 209 ;Madrid;Moratalaz;28030;917721100;917732675;Privado
Madrid-Capital;28008715;CPR PRI-SEC;EL PRADO;Calle De La Costa Brava, 4 ;Madrid;Fuencarral-El Pardo;28034;917355710;917341679;Privado
Madrid-Capital;28011891;CPR PRI-SEC;FEM SCHOOL;Calle De La Loma, 4 ;Madrid;Chamberí;28003;915345073;915541345;Privado
Madrid-Capital;28007978;CPR PRI-SEC;MATER CLEMENTISSIMA;Calle De Antonio Folgueras, 12-20 ;Madrid;Puente de Vallecas;28018;914775628;914771327;Privado
Madrid-Capital;28008806;CPR PRI-SEC;RAMON Y CAJAL;Calle De Arturo Soria, 206 ;Madrid;Ciudad Lineal;28043;914135631;915191424;Privado
Madrid-Capital;28009677;CPR PRI-SEC;SANTA MARIA DEL VALLE CEP;Calle De Vitruvio, 14 ;Madrid;Chamartín;28006;915612093;915610200;Privado
